ARG100	ORF	ARG100	CAF0006874	PMID: 8194754|CGD_REF: CAL0080661	unknown ploidy, classical genetics	unspecified		Other C. albicans	auxotrophy	arginine						C. albicans
C4_01300W_A	ORF		CAL0000188900	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C4_01300W_A	ORF		CAL0000188900	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YNB medium					C. albicans
C4_01300W_A	ORF		CAL0000188900	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SLAD medium					C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: decreased	ergosterol analogs (ECC69 and/or ECC1384)						C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_01320C_A	ORF	OPT6	CAL0000182066	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C4_01340W_A	ORF		CAL0000189305	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C4_01370W_A	ORF	ILV6	CAL0000184099	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: abnormal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	hyphal growth: increased							C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	invasive growth: decreased			decreased agar invasion				C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	inviable			homozygous null mutant strain could not be recovered, suggesting that the gene is essential under the selection conditions				C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_01380W_A	ORF	ZCF27	CAL0000179708	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C4_01390W_A	ORF	HAP3	CAL0000192077	PMID: 17880264|CGD_REF: CAL0118619	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C4_01390W_A	ORF	HAP3	CAL0000192077	PMID: 21592964|CGD_REF: CAL0142015	homozygous diploid, classical genetics	null		SN152	resistance to chemicals: decreased	BPS		impaired for growth in iron chelating BPS medium				C. albicans
C4_01390W_A	ORF	HAP3	CAL0000192077	PMID: 17880264|CGD_REF: CAL0118619	homozygous diploid, classical genetics	null		Not recorded	phenotypic switching: normal		MTLa/MTLa background	white-to-opaque switching				C. albicans
C4_01390W_A	ORF	HAP3	CAL0000192077	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	virulence: decreased		oral epithelial cells	decreased capacity to damage cells			in vitro model of infection	C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	resistance to chemicals: decreased	sodium dodecyl sulfate						C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	resistance to chemicals: decreased	protamine						C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		BWP17	hyphal growth: abnormal			hyphae are thicker than wild-type				C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	ionic stress resistance: decreased	sodium chloride						C. albicans
C4_01400W_A	ORF	UEC1	CAL0000180606	PMID: 19700637|CGD_REF: CAL0124157	homozygous diploid, classical genetics	null		Not recorded	toxin resistance: decreased		human neutrophil defensin-1, h-beta-D-2, RP-1, RP-11, and RP-13, but not histatin-5					C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12366849|CGD_REF: CAL0080792	homozygous diploid, classical genetics	null		Not recorded	inviable			cells show reduced budding, lack of daughter cell separation, abnormal morphology, and lysis after excision of BEM1				C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12582118|CGD_REF: CAL0080793	heterozygous diploid, classical genetics	repressible		BWP17	vegetative growth: decreased rate							C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12366849|CGD_REF: CAL0080792	heterozygous diploid, classical genetics	repressible		CAI-4	hyphal growth: abnormal		RPMI 1640 medium plus serum					C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12582118|CGD_REF: CAL0080793	heterozygous diploid, classical genetics	repressible		BWP17	hyphal growth: normal		solid YEPD plus serum					C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12582118|CGD_REF: CAL0080793	heterozygous diploid, classical genetics	repressible		BWP17	viable							C. albicans
C4_01410W_A	ORF	BEM1	CAL0000181921	PMID: 12582118|CGD_REF: CAL0080793	heterozygous diploid, classical genetics	misexpression		BWP17	virulence: decreased						mouse intravenous infection	C. albicans
C4_01430C_A	ORF		CAL0000194427	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C4_01430C_A	ORF		CAL0000194427	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 16607011|CGD_REF: CAL0115846	homozygous diploid, classical genetics	null		BWP17	inviable			homozygous null mutant strain could not be recovered, suggesting that the gene is essential under the selection conditions				C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 7565086|CGD_REF: CAL0081587	homozygous diploid, classical genetics	null		CAI-4	inviable			homozygous null mutant strain could not be recovered, suggesting that the gene is essential under the selection conditions				C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 16607011|CGD_REF: CAL0115846	heterozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 7565086|CGD_REF: CAL0081587	heterozygous diploid, classical genetics	null		CAI-4	viable							C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 9043113|CGD_REF: CAL0080772	heterozygous diploid, classical genetics	null		Other C. albicans	viable							C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 7565086|CGD_REF: CAL0081587	heterozygous diploid, classical genetics	null		CAI-4	virulence: normal						immunosuppressed mouse intravenous infection	C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 16607011|CGD_REF: CAL0115846	heterozygous diploid, classical genetics	repressible		SC5314	inviable							C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 7565086|CGD_REF: CAL0081587	heterozygous diploid, classical genetics	conditional	nmt1-G447D/nmt1 null	CAI-4	heat sensitivity: increased		37 deg C in absence of myristate	G447D mutation causes decrease in enzyme efficiency				C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 14507372|CGD_REF: CAL0088818	heterozygous diploid, large-scale survey (large-scale identification of essential genes by gene replacement and conditional expression (GRACE) method)	repressible		CAI-4	inviable			one allele is deleted and the other is placed under repressible Tet promoter				C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 7565086|CGD_REF: CAL0081587	heterozygous diploid, classical genetics	conditional	nmt1-G447D/nmt1 null	CAI-4	virulence: absent						immunosuppressed mouse intravenous infection	C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 9043113|CGD_REF: CAL0080772	unknown ploidy, classical genetics	reduction of function		Other C. albicans	auxotrophy			mutant shows decreased affinity for substrate, and activity is required for growth				C. albicans
C4_01440W_A	ORF	NMT1	CAL0000201559	PMID: 9043113|CGD_REF: CAL0080772	unknown ploidy, classical genetics	reduction of function		Other C. albicans	viable							C. albicans
C4_01450W_A	ORF	PWP1	CAL0000198308	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, classical genetics	null		SN152	germ tube formation: decreased		serum-containing medium					C. albicans
C4_01450W_A	ORF	PWP1	CAL0000198308	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01450W_A	ORF	PWP1	CAL0000198308	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_01450W_A	ORF	PWP1	CAL0000198308	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: decreased		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_01450W_A	ORF	PWP1	CAL0000198308	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: decreased rate		liquid synthetic complete medium					C. albicans
C4_01460C_A	ORF		CAL0000177696	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_01460C_A	ORF		CAL0000177696	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_01460C_A	ORF		CAL0000177696	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_01460C_A	ORF		CAL0000177696	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C4_01490W_A	ORF	NIP1	CAL0000176830	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: decreased	verrucarin						C. albicans
C4_01490W_A	ORF	NIP1	CAL0000176830	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: decreased	roridin A						C. albicans
C4_01490W_A	ORF	NIP1	CAL0000176830	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01510W_A	ORF		CAL0000178772	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01520C_A	ORF	RPL20B	CAL0000200399	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01530C_A	ORF	ERG251	CAL0000198201	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01530C_A	ORF	ERG251	CAL0000198201	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, competitive growth (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: normal						mouse intravenous infection	C. albicans
C4_01550C_A	ORF	CPA1	CAL0000174966	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01560C_A	ORF		CAL0000193613	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C4_01650C_A	ORF		CAL0000185514	PMID: 19623926|CGD_REF: CAL0124054	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: decreased	parnafungin						C. albicans
C4_01650C_A	ORF		CAL0000185514	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01650C_A	ORF		CAL0000185514	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, competitive growth (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: decreased						mouse intravenous infection	C. albicans
C4_01670C_A	ORF		CAL0000195396	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01680W_A	ORF	TOA2	CAL0000177370	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01690C_A	ORF	HRT2	CAL0000194145	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01730C_A	ORF		CAL0000193892	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01740W_A	ORF	TIM12	CAL0000201723	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01750C_A	ORF	FBA1	CAL0000186998	PMID: 16896220|CGD_REF: CAL0116432	homozygous diploid, classical genetics	null		Not recorded	inviable			homozygous null mutant strain could not be recovered, suggesting that the gene is essential under the selection conditions				C. albicans
C4_01750C_A	ORF	FBA1	CAL0000186998	PMID: 16896220|CGD_REF: CAL0116432	heterozygous diploid, classical genetics	repressible		Not recorded	inviable			growth arrest when depleted below 5%				C. albicans
C4_01750C_A	ORF	FBA1	CAL0000186998	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01750C_A	ORF	FBA1	CAL0000186998	PMID: 16896220|CGD_REF: CAL0116432	heterozygous diploid, classical genetics	repressible		Not recorded	virulence: decreased						mouse intravenous infection	C. albicans
C4_01750C_A	ORF	FBA1	CAL0000186998	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, large-scale survey (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: absent						mouse intravenous infection	C. albicans
C4_01760W_A	ORF		CAL0000201197	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01770W_A	ORF	POL30	CAL0000174634	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01780C_A	ORF		CAL0000193077	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C4_01790W_A	ORF		CAL0000186587	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01800W_A	ORF		CAL0000181245	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01800W_A	ORF		CAL0000181245	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C4_01870C_A	ORF	ERG8	CAL0000200676	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01870C_A	ORF	ERG8	CAL0000200676	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, large-scale survey (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: absent						mouse intravenous infection	C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 26202015|CGD_REF: CAL0000212730	haploid, classical genetics	null		Other C. albicans	biofilm formation: increased							C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: decreased	brefeldin A						C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: abnormal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: decreased		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_01890C_A	ORF	ARL1	CAL0000196747	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C4_01900C_A	ORF	MDH1-1	CAL0000181799	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01910W_A	ORF		CAL0000179943	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01920W_A	ORF	DPM3	CAL0000175946	PMID: 26299246|CGD_REF: CAL0000212764	heterozygous diploid, classical genetics	repressible	tet-DPM3/dpm3::URA3	CAI-4	inviable		repressing conditions (doxycycline)					C. albicans
C4_01920W_A	ORF	DPM3	CAL0000175946	PMID: 26299246|CGD_REF: CAL0000212764	heterozygous diploid, classical genetics	repressible	tet-DPM3/dpm3::URA3	CAI-4	resistance to chemicals: decreased	Congo Red	partially repressing conditions (doxycyclin)					C. albicans
C4_01920W_A	ORF	DPM3	CAL0000175946	PMID: 26299246|CGD_REF: CAL0000212764	heterozygous diploid, classical genetics	repressible	tet-DPM3/dpm3::URA3	CAI-4	resistance to chemicals: decreased	Calcofluor White	partially repressing conditions (doxycyclin)					C. albicans
C4_01920W_A	ORF	DPM3	CAL0000175946	PMID: 26299246|CGD_REF: CAL0000212764	heterozygous diploid, classical genetics	repressible	tet-DPM3/dpm3::URA3	CAI-4	resistance to chemicals: decreased	hygromycin B	partially repressing conditions (doxycyclin)					C. albicans
C4_01920W_A	ORF	DPM3	CAL0000175946	PMID: 26299246|CGD_REF: CAL0000212764	heterozygous diploid, classical genetics	repressible	tet-DPM3/dpm3::URA3	CAI-4	filamentous growth: decreased		partially repressing conditions (doxycyclin), serum or Spider medium					C. albicans
C4_01940W_A	ORF	PHO89	CAL0000191854	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_01980C_A	ORF	CLC1	CAL0000187026	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17093060|CGD_REF: CAL0117112	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17673907|CGD_REF: CAL0118285	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17093060|CGD_REF: CAL0117112	homozygous diploid, classical genetics	null		Not recorded	cell shape: abnormal			cells are elongated				C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17673907|CGD_REF: CAL0118285	homozygous diploid, classical genetics	null		Not recorded	cell shape: abnormal			cells are elongated with abnormally wide bud necks				C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17093060|CGD_REF: CAL0117112	heterozygous diploid, classical genetics	reduction of function	rga2-K1061A/rga2 null	BWP17	cellular morphology: abnormal			polarized growth is enhanced				C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17093060|CGD_REF: CAL0117112	heterozygous diploid, classical genetics	reduction of function	rga2-R1015L/rga2 null	BWP17	cellular morphology: abnormal			polarized growth is enhanced				C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: decreased		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_02000C_A	ORF	RGA2	CAL0000179204	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 11443131|CGD_REF: CAL0085475	homozygous diploid, classical genetics	null		Not recorded	viable			no obvious growth or filamentation defects				C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, classical genetics	null		SN152	virulence: decreased		BALB/c mice				mouse intravenous infection	C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20019081|CGD_REF: CAL0124887	homozygous diploid, classical genetics	null		Other C. albicans	resistance to chemicals: decreased	sodium dodecyl sulfate						C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20019081|CGD_REF: CAL0124887	homozygous diploid, classical genetics	null		Other C. albicans	resistance to chemicals: decreased	fluconazole						C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 11443131|CGD_REF: CAL0085475	heterozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20019081|CGD_REF: CAL0124887	homozygous diploid, classical genetics	null		Other C. albicans	hyphal growth: decreased rate							C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, classical genetics	null		SN152	chemical compound accumulation: absent	glucosylceramide		mature glucosylceramide is absent from cellular membranes				C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C4_02010C_A	ORF	HSX11	CAL0000175173	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
